URL,Status Code
https://www.c-span.org/video/?436672-1%2Fwashington-fight-philadelphia,301
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fcongress%2F,200
https://www.c-span.org/classroom/document/?7694,307
https://www.c-span.org/video/?440547-1%2Fcongressmen-wives-discuss-living-public-eye,301
https://www.c-span.org/video/?436789-3%2Fjohn-f-kennedy-nikita-khrushchev,301
https://www.c-span.org/congress/bills/?chamber=house,200
https://www.c-span.org/video/?439678-1%2Fsenator-bob-dole-awarded-congressional-gold-medal,301
https://www.c-span.org/classroom/constitutionClips/,200
https://www.c-span.org/video/?437282-1%2Fthe-accidental-president,301
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7664,200
https://www.c-span.org/video/?440815-2%2Foral-histories-richard-cole-west-point-interview,301
https://www.c-span.org/MyC-SPAN/login/,200
https://www.c-span.org/person/?jebbush,200
https://www.c-span.org/classroom/document/?7649,200
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7659,200
https://www.c-span.org/video/?437898-1%2Fhistory-kansas-city-mafia,301
https://www.c-span.org/series/?BlairHouse,200
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%255B%255D%3D78,200
https://www.c-span.org/video/?440522-5%2Fwashington-journal-senator-del-marsh-discusses-key-issues-alabama,301
https://www.c-span.org/video/?440452-1%2Fjeffersons-daughters,301
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7655,200
https://www.c-span.org/about/termsAndConditions/,200
https://www.c-span.org/search/?personid%5B%5D=24776&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,200
https://www.c-span.org/series/?Tocqueville,200
https://www.c-span.org/classroom/document/?7677,200
https://www.c-span.org/video/?438820-1%2Fnewsmakers-tom-steyer,301
https://www.c-span.org/series/?washingtonJournal,200
https://www.c-span.org/video/?440767-1%2Fthe-gambler,301
https://www.c-span.org/series/?theContenders,200
https://www.c-span.org/classroom/document/?7279,200
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fedate%3D02%252F20%252F2018%26sdate%3D02%252F17%252F2018%26searchtype%3DVideos%26sort%3DMost%252BPopular,200
https://www.c-span.org/video/?440214-1%2Fnewsmakers-senator-james-inhofe,301
https://www.c-span.org/presidentialDebate/?debate=second,200
https://www.c-span.org/classroom/document/?7721,200
https://www.c-span.org/search/?formatid%5B%5D=9&query&searchtype=Videos,200
https://www.c-span.org/video/?440905-1%2Fnewsmakers-representative-ben-ray-lujan,301
https://www.c-span.org/classroom/document/?7688,200
https://www.c-span.org/video/?440562-1%2Fnewmakers-tim-phillips,301
https://www.c-span.org/series/?LincolnDouglas,200
https://www.c-span.org/search/?personid%5B%5D=1019953&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,200
https://www.c-span.org/classroom/document/?7693,200
https://www.c-span.org/search/?searchtype=Videos&seriesid%5B%5D=14&sort=Most%2BRecent%2BAiring,200
https://www.c-span.org/classroom/document/?7690,200
https://www.c-span.org/video/?441361-1%2Fpresident-trump-visits-broward-health-north-hospital,301
https://www.c-span.org/presidentsurvey2017/,200
https://www.c-span.org/series/?PresidentialLibr,200
https://www.c-span.org/video/?440923-1%2Fwhite-house-could-better-handling-rob-porter-allegations,301
https://www.c-span.org/video/?441233-2%2Fnews-conference-representative-conaway,301
https://www.c-span.org/person/?benjamincarson,200
https://www.c-span.org/person/?betsydevos,200
https://www.c-span.org/video/?441246-1%2Fhouse-speaker-paul-ryan-calls-school-shooting-nightmare,301
https://www.c-span.org/congress/committees/?chamber=house,200
https://www.c-span.org/classroom/search/?topicids%5B%5D=44,200
https://www.c-span.org/video/?441363-1%2Fpresident-trump-meets-responders-parkland-shooting,301
https://www.c-span.org/video/?439248-1%2Fnewsmakers-senator-chris-van-hollen,301
https://www.c-span.org/series/?loc,200
https://www.c-span.org/search/?categoryid%5B%5D=30&edate=02%2F20%2F2018&formatid%5B%5D=39&personid_ex%5B%5D=20967&sdate=01%2F20%2F2017&searchtype=Videos&sort=Most%2BRecent%2BEvent,200
https://www.c-span.org/person/?austinpetersen,200
https://www.c-span.org/video/?441198-1%2Fnewsmakers-representative-bob-goodlatte,301
https://www.c-span.org/person/?jillstein,200
https://www.c-span.org/video/?439529-1%2Fnewsmakers-representative-steny-hoyer,301
https://www.c-span.org/video/?439896-1%2Fnewsmakers-representative-virginia-foxx,301
https://www.c-span.org/congress/?chamber=senate,200
https://www.c-span.org/video/?c4714533%2Fadam-schiff-democrats-facing-obstacles-money-russia-probe,301
https://www.c-span.org/series/?theSupremeCourt,200
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fseries%2F%3Fnewsmakers,200
https://www.c-span.org/search/?personid%5B%5D=102357&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,200
https://www.c-span.org/search/?personid%5B%5D=104324&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,200
https://www.c-span.org/video/?c4664256%2Fnote-self-tomorrows-hearing-russias-cyber-transfer-misinformation,301
https://www.c-span.org/classroom/copyright/,200
https://www.c-span.org/video/?c4670027%2Fadam-schiff-comey-memo-classified-info-trump-wh-51717,301
https://www.c-span.org/congress/?chamber=house,200
https://www.c-span.org/search/?personid%5B%5D=9265241&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,200
https://www.c-span.org/classroom/login/?redir=classroom%2Fdocument%2F%3F7443,200
https://www.c-span.org/video/?c4715297%2Fage-hate-crimes-secretary-state-vikki-buckley,301
https://www.c-span.org/person/?garyjohnson,200
